,name,company,year,kms_driven,fuel_type,Price
471,Honda Mobilio RS,Honda,2015,110000,Diesel,800000
472,Honda Mobilio RS,Honda,2015,94000,Diesel,800000
473,Honda Mobilio RS,Honda,2015,93000,Diesel,800000
474,Honda Mobilio RS,Honda,2015,46000,Diesel,800000
475,Honda Mobilio RS,Honda,2015,46000,Diesel,800000
476,Honda Mobilio S,Honda,2016,100000,Diesel,800000
477,Honda Mobilio S,Honda,2015,120000,Diesel,800000
478,Honda Mobilio S,Honda,2016,100000,Diesel,800000
479,Honda Mobilio S,Honda,2017,70000,Petrol,800000
480,Honda Mobilio V,Honda,2014,120000,Diesel,800000
481,Honda Mobilio V,Honda,2014,40000,Diesel,800000
482,Honda Mobilio V,Honda,2015,35000,Petrol,800000
483,Honda Mobilio V,Honda,2015,35000,Petrol,800000
484,Honda WR-V i-DTEC,Honda,2017,70000,Diesel,800000
485,Honda WR-V i-DTEC,Honda,2017,70000,Diesel,800000
486,Honda WR-V i-DTEC,Honda,2017,127991,Diesel,800000
487,Honda WR-V i-DTEC,Honda,2017,127991,Diesel,800000
488,Honda WR-V i-DTEC,Honda,2017,50000,Diesel,800000
489,Honda WR-V i-DTEC,Honda,2017,40000,Diesel,800000
490,Honda WR-V i-DTEC,Honda,2017,65000,Diesel,800000
491,Honda WR-V i-DTEC,Honda,2018,15000,Diesel,800000
492,Honda WR-V i-DTEC,Honda,2018,30000,Diesel,800000
493,Honda WR-V i-DTEC,Honda,2017,39000,Diesel,800000
494,Honda WR-V i-DTEC,Honda,2018,30000,Diesel,800000
495,Honda WR-V i-DTEC,Honda,2019,72000,Diesel,800000
496,Honda WR-V i-DTEC,Honda,2018,25000,Diesel,800000
497,Honda WR-V i-VTEC,Honda,2017,15000,Petrol,800000
498,Honda WR-V i-VTEC,Honda,2017,15000,Petrol,800000
499,Honda WR-V i-VTEC,Honda,2018,30000,Petrol,800000
500,Honda WR-V i-VTEC,Honda,2017,30000,Petrol,800000
501,Honda WR-V i-VTEC,Honda,2018,7800,Petrol,800000
502,Honda WR-V i-VTEC,Honda,2017,12000,Petrol,800000
503,Honda WR-V i-VTEC,Honda,2019,35000,Petrol,800000
504,Honda WR-V i-VTEC,Honda,2017,30000,Petrol,800000
505,Honda WR-V i-VTEC,Honda,2018,35000,Petrol,800000
506,Honda WR-V i-VTEC,Honda,2019,35000,Petrol,800000
507,Honda WR-V i-VTEC,Honda,2017,25000,Petrol,800000
508,Hyundai Accent CRDi,Hyundai ,2005,100000,Diesel,800000
509,Hyundai Accent CRDi,Hyundai ,2006,90000,Diesel,800000
510,Hyundai Accent CRDi,Hyundai ,2005,79000,Diesel,800000
511,Hyundai Accent CRDi,Hyundai ,2005,200000,Diesel,800000
512,Hyundai Accent CRDi,Hyundai ,2005,79000,Diesel,800000
513,Hyundai Accent DLS,Hyundai ,2003,200000,Diesel,800000
514,Hyundai Accent Executive,Hyundai ,2011,35000,Petrol,800000
515,Hyundai Accent Executive,Hyundai ,2011,70000,Petrol,799000
516,Hyundai Accent Executive,Hyundai ,2012,109322,Petrol,799000
517,Hyundai Accent Executive,Hyundai ,2011,62000,Petrol,797000
518,Hyundai Accent Executive,Hyundai ,2013,120000,Petrol,795000
519,Hyundai Accent Executive,Hyundai ,2010,120000,CNG,795000
520,Hyundai Accent Executive,Hyundai ,2012,48000,CNG,795000
521,Hyundai Accent Executive,Hyundai ,2010,80000,LPG,795000
522,Hyundai Accent GLE,Hyundai ,2007,120000,Petrol,795000
523,Hyundai Accent GLE,Hyundai ,2008,95200,Petrol,795000
524,Hyundai Accent GLE,Hyundai ,2004,120000,Petrol,795000
525,Hyundai Accent GLE,Hyundai ,2005,120000,Petrol,795000
526,Hyundai Accent GLE,Hyundai ,2009,70000,Petrol,793000
527,Hyundai Accent GLE,Hyundai ,2005,50000,Petrol,793000
528,Hyundai Accent GLE,Hyundai ,2003,70000,Petrol,791000
529,Hyundai Accent GLE,Hyundai ,2009,87000,Petrol,790000
530,Hyundai Accent GLE,Hyundai ,2008,110000,CNG,790000
531,Hyundai Accent GLS,Hyundai ,2002,120000,Petrol,790000
532,Hyundai Accent GLS,Hyundai ,2009,70000,Petrol,790000
533,Hyundai Accent GLS,Hyundai ,2004,120000,Petrol,790000
534,Hyundai Accent GLS,Hyundai ,2006,140000,Petrol,790000
535,Hyundai Accent GLS,Hyundai ,2004,110000,Petrol,786000
536,Hyundai Accent GLS,Hyundai ,2003,40000,Petrol,786000
537,Hyundai Accent GLX,Hyundai ,2003,90000,Petrol,785000
538,Hyundai Accent VIVA,Hyundai ,2004,160000,Diesel,780000
539,Hyundai Accent VIVA,Hyundai ,2003,120000,Diesel,780000
540,Hyundai Creta 1.4,Hyundai ,2017,45000,Diesel,780000
541,Hyundai Creta 1.4,Hyundai ,2017,60000,Diesel,780000
542,Hyundai Creta 1.4,Hyundai ,2017,60000,Diesel,780000
543,Hyundai Creta 1.4,Hyundai ,2018,70000,Diesel,780000
544,Hyundai Creta 1.4,Hyundai ,2019,27000,Diesel,780000
545,Hyundai Creta 1.4,Hyundai ,2016,39000,Diesel,780000
546,Hyundai Creta 1.4,Hyundai ,2016,100000,Diesel,780000
547,Hyundai Creta 1.4,Hyundai ,2016,39000,Diesel,780000
548,Hyundai Creta 1.4,Hyundai ,2018,70000,Diesel,780000
549,Hyundai Creta 1.4,Hyundai ,2017,40000,Diesel,780000
550,Hyundai Creta 1.4,Hyundai ,2016,130000,Diesel,780000
551,Hyundai Creta 1.4,Hyundai ,2018,25000,Diesel,780000
552,Hyundai Creta 1.4,Hyundai ,2017,105000,Diesel,780000
553,Hyundai Creta 1.4,Hyundai ,2016,133000,Diesel,780000
554,Hyundai Creta 1.4,Hyundai ,2018,60000,Diesel,780000
555,Hyundai Creta 1.4,Hyundai ,2019,15000,Diesel,780000
556,Hyundai Creta 1.4,Hyundai ,2019,19600,Diesel,779000
557,Hyundai Creta 1.4,Hyundai ,2019,15000,Diesel,779000
558,Hyundai Creta 1.4,Hyundai ,2020,20000,Diesel,779000
559,Hyundai Creta 1.6,Hyundai ,2016,39000,Diesel,779000
560,Hyundai Creta 1.6,Hyundai ,2015,40000,Diesel,779000
561,Hyundai Creta 1.6,Hyundai ,2016,39000,Diesel,779000
562,Hyundai Creta 1.6,Hyundai ,2017,51000,Diesel,779000
563,Hyundai Creta 1.6,Hyundai ,2017,67000,Diesel,779000
564,Hyundai Creta 1.6,Hyundai ,2020,2700,Diesel,779000
565,Hyundai Creta 1.6,Hyundai ,2015,50000,Diesel,779000
566,Hyundai Creta 1.6,Hyundai ,2015,72000,Diesel,779000
567,Hyundai Creta 1.6,Hyundai ,2018,44000,Diesel,779000
568,Hyundai Creta 1.6,Hyundai ,2017,60000,Diesel,779000
569,Hyundai Creta 1.6,Hyundai ,2017,67000,Diesel,779000
570,Hyundai Creta 1.6,Hyundai ,2016,77150,Diesel,779000
571,Hyundai Creta 1.6,Hyundai ,2016,50000,Diesel,779000
572,Hyundai Creta 1.6,Hyundai ,2016,58000,Diesel,779000
573,Hyundai Creta 1.6,Hyundai ,2017,60000,Diesel,779000
574,Hyundai Creta 1.6,Hyundai ,2017,63309,Diesel,779000
575,Hyundai Creta 1.6,Hyundai ,2016,58000,Diesel,779000
576,Hyundai Creta 1.6,Hyundai ,2015,90000,Diesel,779000
577,Hyundai Creta 1.6,Hyundai ,2015,108000,Diesel,779000
578,Hyundai Creta 1.6,Hyundai ,2016,38600,Diesel,779000
579,Hyundai Creta 1.6,Hyundai ,2017,48698,Diesel,779000
580,Hyundai Creta 1.6,Hyundai ,2016,98000,Diesel,779000
581,Hyundai Creta 1.6,Hyundai ,2016,154000,Diesel,779000
582,Hyundai Creta 1.6,Hyundai ,2017,47000,Diesel,779000
583,Hyundai Creta 1.6,Hyundai ,2018,46000,Diesel,779000
584,Hyundai Creta 1.6,Hyundai ,2016,110000,Diesel,779000
585,Hyundai Creta 1.6,Hyundai ,2016,47552,Diesel,779000
586,Hyundai Creta 1.6,Hyundai ,2015,59235,Diesel,779000
587,Hyundai Creta 1.6,Hyundai ,2015,60000,Diesel,778000
588,Hyundai Creta 1.6,Hyundai ,2015,108000,Diesel,775000
589,Hyundai Creta 1.6,Hyundai ,2015,74000,Diesel,775000
590,Hyundai Creta 1.6,Hyundai ,2017,90000,Diesel,775000
591,Hyundai Creta 1.6,Hyundai ,2015,80000,Diesel,775000
592,Hyundai Creta 1.6,Hyundai ,2015,60000,Diesel,775000
593,Hyundai Creta 1.6,Hyundai ,2017,186000,Diesel,775000
594,Hyundai Creta 1.6,Hyundai ,2016,94000,Diesel,775000
595,Hyundai Creta 1.6,Hyundai ,2015,120000,Diesel,775000
596,Hyundai Creta 1.6,Hyundai ,2015,70000,Diesel,775000
597,Hyundai Creta 1.6,Hyundai ,2015,50000,Diesel,775000
598,Hyundai Creta 1.6,Hyundai ,2015,73500,Diesel,775000
599,Hyundai Creta 1.6,Hyundai ,2015,50000,Diesel,775000
600,Hyundai Creta 1.6,Hyundai ,2016,80000,Diesel,775000
601,Hyundai Creta 1.6,Hyundai ,2015,74000,Diesel,775000
602,Hyundai Creta 1.6,Hyundai ,2016,70000,Diesel,775000
603,Hyundai Creta 1.6,Hyundai ,2017,25000,Diesel,775000
604,Hyundai Creta 1.6,Hyundai ,2016,79000,Diesel,775000
605,Hyundai Creta 1.6,Hyundai ,2017,27000,Diesel,773000
606,Hyundai Creta 1.6,Hyundai ,2015,50000,Diesel,770000
607,Hyundai Creta 1.6,Hyundai ,2017,37000,Diesel,770000
608,Hyundai Creta 1.6,Hyundai ,2015,48000,Diesel,770000
609,Hyundai Creta 1.6,Hyundai ,2015,48000,Diesel,770000
610,Hyundai Creta 1.6,Hyundai ,2015,90000,Petrol,770000
611,Hyundai Creta 1.6,Hyundai ,2018,27000,Petrol,770000
612,Hyundai Creta 1.6,Hyundai ,2018,27000,Petrol,770000
613,Hyundai Creta 1.6,Hyundai ,2018,11000,Petrol,765000
614,Hyundai Creta 1.6,Hyundai ,2018,11000,Petrol,765000
615,Hyundai Creta 1.6,Hyundai ,2018,5000,Petrol,765000
616,Hyundai Creta 1.6,Hyundai ,2018,55000,Petrol,765000
617,Hyundai Creta 1.6,Hyundai ,2016,40000,Petrol,764000
618,Hyundai Creta 1.6,Hyundai ,2015,40000,Diesel,764000
619,Hyundai Creta 1.6,Hyundai ,2017,41000,Diesel,760000
620,Hyundai Creta 1.6,Hyundai ,2019,31000,Petrol,760000
621,Hyundai Creta 1.6,Hyundai ,2018,14000,Petrol,760000
622,Hyundai Creta 1.6,Hyundai ,2018,15000,Petrol,760000
623,Hyundai Creta 1.6,Hyundai ,2018,15000,Petrol,760000
624,Hyundai Creta 1.6,Hyundai ,2016,30000,Petrol,760000
625,Hyundai Creta 1.6,Hyundai ,2017,42000,Petrol,760000
626,Hyundai Creta 1.6,Hyundai ,2016,25000,Petrol,757000
627,Hyundai Creta 1.6,Hyundai ,2016,25000,Petrol,756000
628,Hyundai Elantra CRDi,Hyundai ,2006,110000,Diesel,755000
629,Hyundai Elantra CRDi,Hyundai ,2013,120000,Diesel,755000
630,Hyundai Elantra CRDi,Hyundai ,2015,145000,Diesel,755000
631,Hyundai Elantra CRDi,Hyundai ,2015,120000,Diesel,755000
632,Hyundai Elantra CRDi,Hyundai ,2013,120000,Diesel,754000
633,Hyundai Elantra CRDi,Hyundai ,2013,64000,Diesel,754000
634,Hyundai Elantra GLS,Hyundai ,2006,120000,Petrol,752000
635,Hyundai Elantra GT,Hyundai ,2006,25000,Petrol,751000
636,Hyundai Elantra S,Hyundai ,2016,49900,Petrol,750000
637,Hyundai Elantra S,Hyundai ,2016,49900,Petrol,750000
638,Hyundai Elantra SX,Hyundai ,2012,95000,Petrol,750000
639,Hyundai Elantra SX,Hyundai ,2013,50000,Petrol,750000
640,Hyundai Elantra SX,Hyundai ,2013,90000,Petrol,750000
641,Hyundai Elantra SX,Hyundai ,2013,68000,Petrol,750000
642,Hyundai Elite i20,Hyundai ,2019,35000,Petrol,750000
643,Hyundai Elite i20,Hyundai ,2018,29000,Petrol,750000
644,Hyundai Elite i20,Hyundai ,2018,25000,Petrol,750000
645,Hyundai Elite i20,Hyundai ,2018,31000,Petrol,750000
646,Hyundai Elite i20,Hyundai ,2018,25000,Petrol,750000
647,Hyundai Elite i20,Hyundai ,2019,10000,Diesel,750000
648,Hyundai Elite i20,Hyundai ,2018,60000,Diesel,750000
649,Hyundai Elite i20,Hyundai ,2019,43000,Diesel,750000
650,Hyundai Elite i20,Hyundai ,2019,60000,Diesel,750000
651,Hyundai Elite i20,Hyundai ,2018,30000,Diesel,750000
652,Hyundai Elite i20,Hyundai ,2019,2000,Petrol,750000
653,Hyundai Elite i20,Hyundai ,2019,10000,Petrol,750000
654,Hyundai Elite i20,Hyundai ,2019,3500,Petrol,750000
655,Hyundai Elite i20,Hyundai ,2019,5000,Petrol,750000
656,Hyundai Elite i20,Hyundai ,2019,12500,Petrol,750000
657,Hyundai Elite i20,Hyundai ,2014,30528,Petrol,750000
658,Hyundai Elite i20,Hyundai ,2019,17000,Petrol,750000
659,Hyundai Elite i20,Hyundai ,2019,30000,Petrol,750000
660,Hyundai Elite i20,Hyundai ,2019,18000,Petrol,750000
661,Hyundai Elite i20,Hyundai ,2018,25000,Petrol,750000
662,Hyundai Elite i20,Hyundai ,2019,80000,Petrol,750000
663,Hyundai Elite i20,Hyundai ,2019,10000,Petrol,750000
664,Hyundai Elite i20,Hyundai ,2018,31800,Petrol,750000
665,Hyundai Elite i20,Hyundai ,2019,7500,Petrol,750000
666,Hyundai Elite i20,Hyundai ,2020,5000,Petrol,750000
667,Hyundai Elite i20,Hyundai ,2019,4000,Petrol,750000
668,Hyundai Elite i20,Hyundai ,2019,19000,Petrol,750000
669,Hyundai Elite i20,Hyundai ,2019,16000,Petrol,750000
670,Hyundai Elite i20,Hyundai ,2019,20000,Petrol,750000
671,Hyundai Elite i20,Hyundai ,2019,13000,Diesel,750000
672,Hyundai Elite i20,Hyundai ,2018,40000,Diesel,750000
673,Hyundai Elite i20,Hyundai ,2019,4300,Petrol,750000
674,Hyundai EON 1.0,Hyundai ,2017,60000,Petrol,750000
675,Hyundai EON 1.0,Hyundai ,2018,70000,Petrol,750000
676,Hyundai EON 1.0,Hyundai ,2018,25000,Petrol,750000
677,Hyundai EON 1.0,Hyundai ,2018,120000,Petrol,750000
678,Hyundai EON 1.0,Hyundai ,2017,35000,Petrol,750000
679,Hyundai EON 1.0,Hyundai ,2017,25000,Petrol,750000
680,Hyundai EON 1.0,Hyundai ,2017,26442,Petrol,750000
681,Hyundai EON 1.0,Hyundai ,2016,60000,Petrol,750000
682,Hyundai EON 1.0,Hyundai ,2015,43000,Petrol,750000
683,Hyundai EON 1.0,Hyundai ,2014,10000,Petrol,750000
684,Hyundai EON 1.0,Hyundai ,2018,10000,Petrol,750000
685,Hyundai EON 1.0,Hyundai ,2018,10000,Petrol,750000
686,Hyundai EON 1.0,Hyundai ,2016,100000,Petrol,750000
687,Hyundai EON D,Hyundai ,2013,80000,Petrol,750000
688,Hyundai EON D,Hyundai ,2012,40000,Petrol,750000
689,Hyundai EON D,Hyundai ,2012,70000,Petrol,750000
690,Hyundai EON D,Hyundai ,2012,40000,Petrol,750000
691,Hyundai EON D,Hyundai ,2015,40000,Petrol,750000
692,Hyundai EON D,Hyundai ,2016,7672,Petrol,750000
693,Hyundai EON D,Hyundai ,2017,50000,Petrol,750000
694,Hyundai EON D,Hyundai ,2017,20000,Petrol,750000
695,Hyundai EON D,Hyundai ,2015,45000,Petrol,750000
696,Hyundai EON D,Hyundai ,2014,40000,Petrol,750000
697,Hyundai EON D,Hyundai ,2014,93000,Petrol,750000
698,Hyundai EON D,Hyundai ,2012,20000,Petrol,750000
699,Hyundai EON D,Hyundai ,2014,62000,Petrol,750000
700,Hyundai EON D,Hyundai ,2017,26263,Petrol,750000
701,Hyundai EON D,Hyundai ,2016,100000,Petrol,750000
702,Hyundai EON Era,Hyundai ,2011,57000,Petrol,750000
703,Hyundai EON Era,Hyundai ,2014,35000,Petrol,750000
704,Hyundai EON Era,Hyundai ,2012,100000,Petrol,750000
705,Hyundai EON Era,Hyundai ,2011,80000,Petrol,750000
706,Hyundai EON Era,Hyundai ,2013,42130,Petrol,750000
707,Hyundai EON Era,Hyundai ,2014,35000,Petrol,750000
708,Hyundai EON Era,Hyundai ,2012,30000,Petrol,750000
709,Hyundai EON Era,Hyundai ,2012,25000,Petrol,750000
710,Hyundai EON Era,Hyundai ,2013,60000,Petrol,750000
711,Hyundai EON Era,Hyundai ,2012,43755,Petrol,750000
712,Hyundai EON Era,Hyundai ,2015,50000,Petrol,750000
713,Hyundai EON Era,Hyundai ,2015,17000,Petrol,750000
714,Hyundai EON Era,Hyundai ,2014,65000,Petrol,750000
715,Hyundai EON Era,Hyundai ,2011,80000,Petrol,750000
716,Hyundai EON Era,Hyundai ,2012,38000,Petrol,750000
717,Hyundai EON Era,Hyundai ,2014,18945,Petrol,750000
718,Hyundai EON Era,Hyundai ,2014,50000,Petrol,750000
719,Hyundai EON Era,Hyundai ,2015,80000,Petrol,750000
720,Hyundai EON Era,Hyundai ,2013,70000,Petrol,750000
721,Hyundai EON Era,Hyundai ,2016,110000,Petrol,750000
722,Hyundai EON Era,Hyundai ,2017,8000,Petrol,750000
723,Hyundai EON Era,Hyundai ,2014,60000,Petrol,750000
724,Hyundai EON Era,Hyundai ,2015,34000,Petrol,750000
725,Hyundai EON Era,Hyundai ,2017,50000,Petrol,750000
726,Hyundai EON Era,Hyundai ,2014,90000,Petrol,750000
727,Hyundai EON Era,Hyundai ,2014,80000,Petrol,750000
728,Hyundai EON Era,Hyundai ,2013,45000,Petrol,750000
729,Hyundai EON Era,Hyundai ,2016,19000,Petrol,750000
730,Hyundai EON Era,Hyundai ,2013,60000,Petrol,750000
731,Hyundai EON Era,Hyundai ,2013,60000,Petrol,750000
732,Hyundai EON Era,Hyundai ,2014,70000,Petrol,750000
733,Hyundai EON Era,Hyundai ,2014,60000,Petrol,750000
734,Hyundai EON Era,Hyundai ,2017,15151,Petrol,750000
735,Hyundai EON Era,Hyundai ,2012,100000,Petrol,750000
736,Hyundai EON Era,Hyundai ,2013,70000,Petrol,750000
737,Hyundai EON Era,Hyundai ,2016,25000,Petrol,750000
738,Hyundai EON Era,Hyundai ,2012,120000,Petrol,750000
739,Hyundai EON Era,Hyundai ,2015,43000,Petrol,750000
740,Hyundai EON Era,Hyundai ,2014,2350,Petrol,750000
741,Hyundai EON Era,Hyundai ,2017,15000,Petrol,750000
742,Hyundai EON Era,Hyundai ,2014,20000,Petrol,750000
743,Hyundai EON Era,Hyundai ,2014,70000,Petrol,750000
744,Hyundai EON Era,Hyundai ,2017,25000,Petrol,750000
745,Hyundai EON Era,Hyundai ,2014,80000,Petrol,750000
746,Hyundai EON Era,Hyundai ,2013,75000,Petrol,750000
747,Hyundai EON Era,Hyundai ,2014,70000,Petrol,750000
748,Hyundai EON Era,Hyundai ,2016,49200,Petrol,750000
749,Hyundai EON Era,Hyundai ,2016,60000,Petrol,750000
750,Hyundai EON Era,Hyundai ,2018,33000,Petrol,750000
751,Hyundai EON Era,Hyundai ,2012,50000,Petrol,750000
752,Hyundai EON Era,Hyundai ,2013,45000,Petrol,750000
753,Hyundai EON Era,Hyundai ,2014,80000,Petrol,750000
754,Hyundai EON Era,Hyundai ,2014,80000,Petrol,750000
755,Hyundai EON Era,Hyundai ,2017,34000,Petrol,750000
756,Hyundai EON Era,Hyundai ,2014,80000,Petrol,750000
757,Hyundai EON Era,Hyundai ,2013,20000,Petrol,750000
758,Hyundai EON Era,Hyundai ,2017,20000,Petrol,750000
759,Hyundai EON LPG,Hyundai ,2012,120000,LPG,750000
760,Hyundai EON Magna,Hyundai ,2013,58609,Petrol,750000
761,Hyundai EON Magna,Hyundai ,2013,40000,Petrol,750000
762,Hyundai EON Magna,Hyundai ,2017,15000,Petrol,750000
763,Hyundai EON Magna,Hyundai ,2015,60000,Petrol,750000
764,Hyundai EON Magna,Hyundai ,2015,43000,Petrol,750000
765,Hyundai EON Magna,Hyundai ,2017,50000,Petrol,750000
766,Hyundai EON Magna,Hyundai ,2015,120000,Petrol,750000
767,Hyundai EON Magna,Hyundai ,2014,60000,Petrol,750000
768,Hyundai EON Magna,Hyundai ,2013,40000,Petrol,750000
769,Hyundai EON Magna,Hyundai ,2016,30000,Petrol,750000
770,Hyundai EON Magna,Hyundai ,2012,80000,Petrol,750000
771,Hyundai EON Magna,Hyundai ,2018,10000,Petrol,750000
772,Hyundai EON Magna,Hyundai ,2013,57000,Petrol,750000
773,Hyundai EON Magna,Hyundai ,2012,56000,Petrol,750000
774,Hyundai EON Magna,Hyundai ,2014,50000,Petrol,750000
775,Hyundai EON Magna,Hyundai ,2014,10000,Petrol,750000
776,Hyundai EON Magna,Hyundai ,2017,100000,Petrol,750000
777,Hyundai EON Magna,Hyundai ,2013,80000,Petrol,750000
778,Hyundai EON Magna,Hyundai ,2016,47000,Petrol,750000
779,Hyundai EON Magna,Hyundai ,2016,17000,Petrol,749000
780,Hyundai EON Magna,Hyundai ,2016,40800,Petrol,749000
781,Hyundai EON Magna,Hyundai ,2013,68697,Petrol,749000
782,Hyundai EON Magna,Hyundai ,2014,25000,Petrol,746000
783,Hyundai EON Magna,Hyundai ,2017,30000,Petrol,745000
784,Hyundai EON Magna,Hyundai ,2013,40000,Petrol,745000
785,Hyundai EON Magna,Hyundai ,2014,70000,Petrol,745000
786,Hyundai EON Magna,Hyundai ,2013,47000,Petrol,745000
787,Hyundai EON Magna,Hyundai ,2014,50000,Petrol,745000
788,Hyundai EON Magna,Hyundai ,2014,40000,Petrol,741000
789,Hyundai EON Magna,Hyundai ,2014,60000,Petrol,740000
790,Hyundai EON Magna,Hyundai ,2014,60000,Petrol,740000
791,Hyundai EON Magna,Hyundai ,2013,49500,Petrol,740000
792,Hyundai EON Magna,Hyundai ,2013,49500,Petrol,740000
793,Hyundai EON Magna,Hyundai ,2013,47000,Petrol,740000
794,Hyundai EON Magna,Hyundai ,2012,44588,Petrol,740000
795,Hyundai EON Sportz,Hyundai ,2013,50000,Petrol,740000
796,Hyundai EON Sportz,Hyundai ,2017,10000,Petrol,740000
797,Hyundai EON Sportz,Hyundai ,2018,15000,Petrol,740000
798,Hyundai EON Sportz,Hyundai ,2011,35000,Petrol,740000
799,Hyundai EON Sportz,Hyundai ,2017,31000,Petrol,740000
800,Hyundai EON Sportz,Hyundai ,2016,35000,Petrol,740000
801,Hyundai EON Sportz,Hyundai ,2018,25000,Petrol,740000
802,Hyundai EON Sportz,Hyundai ,2012,40000,Petrol,740000
803,Hyundai EON Sportz,Hyundai ,2018,25000,Petrol,740000
804,Hyundai EON Sportz,Hyundai ,2017,10000,Petrol,740000
805,Hyundai EON Sportz,Hyundai ,2012,65000,Petrol,740000
806,Hyundai EON Sportz,Hyundai ,2012,65000,Petrol,740000
807,Hyundai EON Sportz,Hyundai ,2012,35000,Petrol,740000
808,Hyundai Getz 1.1,Hyundai ,2007,70000,Petrol,740000
809,Hyundai Getz 1.1,Hyundai ,2008,60000,Petrol,740000
810,Hyundai Getz 1.3,Hyundai ,2008,120000,Petrol,740000
811,Hyundai Getz 1.5,Hyundai ,2009,110000,Diesel,740000
812,Hyundai Getz 1.5,Hyundai ,2008,61000,Diesel,740000
813,Hyundai Getz GLE,Hyundai ,2006,100000,Petrol,740000
814,Hyundai Getz GLE,Hyundai ,2006,100000,Petrol,740000
815,Hyundai Getz GLS,Hyundai ,2005,86000,Petrol,740000
816,Hyundai Getz GLS,Hyundai ,2005,85000,Petrol,740000
817,Hyundai Getz GLS,Hyundai ,2005,50000,Petrol,740000
818,Hyundai Getz GLS,Hyundai ,2005,89000,Petrol,740000
819,Hyundai Getz GLX,Hyundai ,2007,110000,Petrol,740000
820,Hyundai Getz GLX,Hyundai ,2005,120000,Petrol,740000
821,Hyundai Grand i10,Hyundai ,2019,20000,Diesel,740000
822,Hyundai Grand i10,Hyundai ,2018,70000,Diesel,740000
823,Hyundai Grand i10,Hyundai ,2019,10000,Diesel,740000
824,Hyundai Grand i10,Hyundai ,2017,60000,Diesel,740000
825,Hyundai Grand i10,Hyundai ,2018,29000,Diesel,740000
826,Hyundai Grand i10,Hyundai ,2018,50000,Diesel,740000
827,Hyundai Grand i10,Hyundai ,2017,50000,Diesel,740000
828,Hyundai Grand i10,Hyundai ,2017,50000,Diesel,737000
829,Hyundai Grand i10,Hyundai ,2016,78000,Diesel,736000
830,Hyundai Grand i10,Hyundai ,2018,29000,Diesel,735000
831,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,735000
832,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,735000
833,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,735000
834,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,735000
835,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,735000
836,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,735000
837,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,731000
838,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
839,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
840,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
841,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
842,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
843,Hyundai Grand i10,Hyundai ,2018,30000,Diesel,730000
844,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
845,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
846,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
847,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
848,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
849,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
850,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
851,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
852,Hyundai Grand i10,Hyundai ,2017,29000,Diesel,730000
853,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
854,Hyundai Grand i10,Hyundai ,2017,56290,Diesel,730000
